101, 17, 2
51, 5, 1
46, 9, 1
10, 7, 1
96, 8, 0
63, 14, 0
121, 16, 2
67, 9, 1
149, 9, 1
53, 16, 0
146, 4, 2
115, 6, 1
17, 14, 1
42, 5, 2
201, 12, 0
37, 11, 2
10, 14, 0
112, 6, 1
26, 13, 1
26, 10, 1
144, 4, 2
245, 9, 1
51, 9, 0
30, 3, 2
34, 19, 0
240, 13, 2
74, 18, 2
12, 3, 2
23, 12, 2
70, 15, 1
96, 14, 2
131, 11, 1
43, 10, 1
87, 16, 1
196, 4, 1
100, 14, 2
66, 19, 1
127, 17, 2
51, 14, 2
231, 6, 2
151, 14, 2
70, 9, 1
105, 9, 1
218, 0, 0
135, 9, 2
6, 3, 0
14, 9, 0
94, 7, 0
13, 15, 0
12, 2, 2
14, 17, 2
64, 1, 0
141, 12, 1
111, 16, 0
119, 0, 1
91, 0, 2
3, 10, 2
137, 2, 0
48, 14, 2
121, 11, 0
79, 9, 2
122, 17, 2
22, 18, 1
127, 13, 2
74, 9, 0
54, 4, 1
125, 9, 1
63, 9, 0
60, 9, 1
33, 17, 0
102, 16, 2
41, 16, 2
108, 16, 2
126, 12, 1
61, 18, 0
56, 2, 2
26, 16, 2
131, 3, 0
9, 2, 0
97, 9, 1
45, 13, 1
3, 0, 0
131, 16, 2
103, 7, 2
89, 12, 0
204, 2, 2
72, 1, 2
102, 17, 1
10, 8, 1
112, 13, 2
2, 16, 1
142, 6, 1
37, 11, 0
99, 6, 0
64, 2, 1
122, 10, 0
80, 12, 0
9, 11, 2
71, 4, 0
178, 2, 2

