77

279, 8, 2
189, 10, 2
82, 21, 2
20, 1, 0
30, 1, 1
38, 3, 1
342, 9, 0
210, 2, 2
103, 20, 1
146, 16, 0
169, 18, 0
99, 14, 2
284, 18, 1
214, 1, 1
293, 18, 2
25, 8, 0
236, 5, 2
24, 1, 0
375, 9, 2
367, 8, 0
268, 7, 1
662, 11, 0
271, 4, 0
321, 10, 2
535, 1, 0
400, 13, 0
382, 3, 1
287, 18, 1
136, 0, 1
366, 11, 1
231, 4, 2
45, 14, 1
413, 13, 0
244, 0, 1
269, 8, 1
337, 11, 1
377, 25, 0
188, 5, 1
221, 8, 1
352, 21, 1
281, 23, 0
116, 9, 1
436, 22, 1
74, 11, 1
34, 6, 2
151, 24, 0
2, 16, 0
61, 16, 0
305, 13, 2
92, 21, 2
435, 17, 2
114, 14, 2
179, 14, 2
161, 10, 2
43, 19, 0
212, 20, 1
29, 5, 2
259, 14, 2
142, 8, 2
229, 14, 0
739, 2, 1
59, 24, 1
269, 3, 1
748, 27, 0
332, 2, 1
360, 13, 0
245, 27, 2
457, 17, 1
377, 7, 1
89, 20, 1
428, 8, 2
237, 4, 2
217, 21, 1
276, 8, 2
817, 6, 1
322, 18, 0
128, 4, 1
0, 9, 2
382, 21, 0
124, 7, 2
172, 29, 1
241, 23, 0
137, 16, 1
197, 5, 1
54, 8, 1
374, 27, 1
335, 29, 1
226, 5, 2
294, 5, 0
69, 3, 0
344, 12, 0
53, 2, 0
21, 24, 0
299, 6, 1
162, 17, 1
195, 1, 0
225, 25, 2
36, 22, 0
889, 6, 0
413, 6, 1


441, 2, 2
361, 3, 2
378, 6, 1
295, 17, 1
17, 15, 0
264, 11, 2
882, 21, 1
216, 8, 0
409, 25, 0
227, 18, 1
650, 20, 0
432, 23, 1
62, 25, 2
83, 0, 2
205, 6, 1
121, 23, 2
71, 6, 2
157, 10, 0
61, 11, 2
40, 3, 1
112, 8, 1
313, 16, 0
88, 10, 0
266, 9, 1
101, 2, 0
20, 13, 0
105, 21, 2
261, 9, 0
366, 7, 0
313, 11, 1
61, 1, 0
321, 6, 2
448, 14, 2
173, 9, 2
253, 7, 1
209, 18, 1
424, 10, 2
97, 10, 2
292, 14, 1
148, 12, 1
239, 8, 2
86, 16, 2
7, 5, 0
218, 24, 2
189, 6, 2
336, 12, 0
388, 1, 2
124, 8, 2
242, 14, 0
283, 27, 2
177, 14, 1
90, 15, 1
32, 24, 0
178, 20, 1
