77

334, 17, 2
382, 18, 1
872, 5, 1
184, 0, 2
761, 6, 1
133, 2, 2
118, 18, 2
33, 12, 0
366, 25, 0
121, 0, 2
501, 24, 1
265, 22, 2
51, 10, 1
400, 7, 0
294, 25, 2
259, 19, 0
256, 18, 2
196, 2, 1
246, 12, 1
60, 2, 2
357, 20, 0
210, 12, 1
64, 1, 1
93, 23, 1
285, 4, 2
219, 20, 0
357, 27, 1
350, 14, 0
170, 10, 0
222, 26, 1
70, 6, 1
880, 14, 1
96, 8, 2
668, 15, 0
426, 9, 0
107, 8, 0
14, 18, 1
200, 17, 1
423, 9, 2
407, 6, 2
397, 6, 0
435, 7, 0
358, 7, 0
291, 4, 0
46, 8, 1
32, 13, 0
324, 22, 0
373, 24, 2
439, 6, 1
57, 22, 1
101, 19, 2
261, 8, 0
142, 14, 1
52, 12, 1
722, 19, 1
109, 0, 2
337, 8, 2
281, 18, 0
242, 3, 0
53, 11, 2
180, 9, 0
74, 21, 1
607, 23, 2
691, 8, 2
409, 21, 0
318, 16, 0
816, 29, 2
431, 2, 2
27, 7, 2
209, 17, 1
889, 1, 1
453, 23, 1
348, 16, 0
75, 14, 1
432, 7, 2
87, 28, 1
160, 14, 1
764, 17, 1
150, 4, 0
63, 13, 0
317, 16, 0
247, 4, 2
183, 1, 0
132, 5, 1
163, 1, 2
199, 2, 1
363, 10, 2
144, 17, 1
9, 6, 0
0, 10, 0
87, 10, 2
114, 6, 1
293, 27, 1
273, 13, 2
357, 13, 1
259, 12, 2
67, 27, 2
118, 19, 0
63, 17, 2
136, 11, 0


595, 16, 1
100, 25, 0
391, 13, 1
171, 2, 0
236, 0, 2
55, 13, 1
245, 14, 1
52, 6, 2
290, 16, 0
125, 9, 0
156, 16, 2
254, 14, 0
319, 11, 2
203, 11, 0
326, 10, 0
887, 11, 0
292, 22, 0
184, 1, 0
424, 24, 0
338, 1, 1
145, 9, 1
227, 20, 0
546, 19, 2
96, 29, 1
35, 6, 2
375, 8, 2
296, 2, 1
161, 19, 2
249, 5, 0
290, 21, 1
296, 10, 2
880, 14, 1
216, 18, 1
174, 13, 1
12, 6, 0
345, 3, 0
43, 19, 0
57, 6, 0
271, 10, 1
21, 14, 0
223, 6, 0
153, 6, 1
18, 7, 2
219, 5, 1
103, 10, 2
32, 13, 0
91, 7, 1
192, 13, 1
163, 0, 0
146, 17, 1
11, 24, 2
335, 15, 0
148, 2, 0
232, 6, 0
262, 3, 0
386, 1, 1
392, 13, 1
274, 16, 1
175, 8, 2
321, 9, 2
119, 18, 0
59, 6, 1
247, 3, 2
428, 8, 0
330, 18, 0
545, 8, 1
113, 0, 0
201, 10, 1
80, 20, 1
32, 22, 2
71, 1, 0
114, 14, 1
199, 24, 2
388, 17, 0
421, 14, 0
239, 28, 1
178, 1, 2
308, 3, 0
101, 10, 2
78, 16, 2
439, 18, 0
359, 18, 0
280, 5, 2
208, 3, 0
12, 26, 1
9, 12, 2
401, 29, 1
86, 7, 0
57, 22, 0
36, 5, 2
398, 5, 1
400, 2, 1
77, 29, 0
275, 8, 2
227, 9, 1
200, 2, 2
171, 14, 1
381, 3, 0
270, 22, 1
325, 3, 0


595, 16, 1
100, 25, 0
365, 16, 0
231, 16, 0
198, 3, 2
222, 24, 2
264, 16, 0
52, 6, 2
290, 16, 0
125, 9, 0
156, 16, 2
254, 14, 0
319, 11, 2
24, 15, 0
326, 10, 0
153, 9, 2
44, 2, 2
184, 1, 0
424, 24, 0
107, 8, 0
780, 21, 0
29, 10, 1
393, 8, 0
349, 17, 0
344, 5, 2
110, 19, 2
814, 10, 0
232, 4, 1
180, 24, 0
532, 25, 1
216, 9, 2
76, 7, 1
640, 3, 0
215, 10, 0
394, 8, 2
176, 7, 2
195, 6, 2
427, 1, 0
115, 3, 0
175, 7, 2
314, 2, 1
312, 21, 2
191, 10, 2
219, 5, 1
280, 10, 2
17, 14, 2
91, 7, 1
298, 25, 2
252, 10, 1
435, 16, 1
8, 17, 0
263, 7, 1
148, 2, 0
13, 9, 1
388, 1, 0
253, 21, 1
303, 22, 2
411, 19, 1
165, 6, 1
188, 11, 2
228, 20, 0
74, 21, 1
607, 23, 2
691, 8, 2
91, 18, 0
366, 16, 2
816, 29, 2
