252, 7, 0
737, 16, 0
27, 21, 1
730, 0, 1
244, 27, 0
552, 8, 0
96, 23, 0
426, 7, 0
26, 2, 1
280, 29, 0
71, 6, 0
745, 8, 0
86, 0, 0
320, 25, 1
196, 2, 0
74, 24, 1
247, 4, 0
93, 2, 0
294, 17, 2
167, 2, 1
436, 3, 1
95, 4, 2
240, 18, 0
225, 27, 1
10, 5, 1
16, 13, 0
82, 27, 2
387, 3, 1
112, 25, 0
676, 5, 1
253, 4, 2
312, 28, 0
140, 4, 2
142, 10, 0
187, 15, 2
302, 28, 2
393, 0, 2
291, 4, 0
400, 12, 1
176, 25, 1
91, 27, 1
83, 24, 0
3, 25, 2
75, 15, 1
284, 6, 1
326, 13, 0
5, 8, 2
378, 26, 2
259, 20, 2
378, 21, 1
271, 25, 1
471, 4, 1
269, 11, 1
277, 25, 1
419, 8, 2
528, 11, 0
285, 20, 0
56, 12, 0
226, 15, 1
43, 18, 2
133, 13, 1
68, 20, 2
6, 3, 2
777, 0, 2
273, 13, 1
321, 12, 1
401, 0, 0
360, 19, 2
406, 10, 0
323, 0, 0
450, 19, 0
427, 11, 0
401, 24, 2
674, 22, 1
97, 27, 1
37, 4, 1
28, 0, 0
40, 3, 1
240, 2, 1
15, 22, 1
446, 16, 1
232, 19, 1
374, 13, 1
624, 22, 1
67, 10, 1
82, 15, 2
105, 8, 1
151, 2, 1
119, 20, 1
124, 26, 1
124, 11, 0
48, 27, 0
464, 0, 2
89, 10, 2
228, 20, 1
65, 28, 0
22, 16, 0
340, 17, 2
259, 15, 0
110, 9, 0

